Profile Name,Start Time,Duration,Attributes,Title,Supplemental Video Type,Device Type,Bookmark,Latest Bookmark,Country
Alcides,6/14/20 2:56,1:48:07,Autoplayed: user action: Unspecified; ,Isi y Ossi,,LG 2018 Mstar LM18A STD UHD TV Smart TV,1:50:55,1:50:55,PE (Peru)
Alcides,6/14/20 2:50,0:01:46,Autoplayed: user action: Unspecified; ,Jack Reacher: Bajo la mira,,LG 2018 Mstar LM18A STD UHD TV Smart TV,0:02:23,Not latest view,PE (Peru)
Alcides,6/14/20 1:02,1:32:39,Autoplayed: user action: None; ,Mi nueva yo,,LG 2018 Mstar LM18A STD UHD TV Smart TV,1:32:39,1:32:39,PE (Peru)
Alcides,6/13/20 4:14,0:15:42,Autoplayed: user action: None; ,Jack Reacher: Bajo la mira,,LG 2018 Mstar LM18A STD UHD TV Smart TV,0:15:42,Not latest view,PE (Peru)
Alcides,6/13/20 3:55,0:18:07,,Byzantium,,LG 2018 Mstar LM18A STD UHD TV Smart TV,0:18:07,0:18:07,PE (Peru)
Alcides,6/13/20 2:03,1:50:06,Autoplayed: user action: Unspecified; ,365 días,,LG 2018 Mstar LM18A STD UHD TV Smart TV,1:50:06,1:50:06,PE (Peru)
Alcides,6/10/20 2:31,1:29:43,Autoplayed: user action: Unspecified; ,Amor sin escalas,,LG 2018 Mstar LM18A STD UHD TV Smart TV,1:44:28,1:44:28,PE (Peru)
Alcides,6/7/20 19:48,0:15:50,,Amor sin escalas,,LG 2018 Mstar LM18A STD UHD TV Smart TV,0:15:50,Not latest view,PE (Peru)
Alcides,6/7/20 2:21,1:50:47,,Líbranos del mal,,LG 2018 Mstar LM18A STD UHD TV Smart TV,1:50:47,1:50:47,PE (Peru)
Alcides,6/6/20 0:00,2:19:08,,Los últimos días del crimen,,LG 2018 Mstar LM18A STD UHD TV Smart TV,2:18:17,Not latest view,PE (Peru)
Alcides,6/4/20 2:48,1:27:54,Autoplayed: user action: Unspecified; ,Lavender,,LG 2018 Mstar LM18A STD UHD TV Smart TV,1:27:54,1:27:54,PE (Peru)
Alcides,6/4/20 2:47,0:00:02,Autoplayed: user action: None; ,Pequeña gran vida,,LG 2018 Mstar LM18A STD UHD TV Smart TV,0:00:02,0:00:02,PE (Peru)
Alcides,6/4/20 2:44,0:03:24,Autoplayed: user action: Unspecified; ,The Drowning,,LG 2018 Mstar LM18A STD UHD TV Smart TV,0:03:24,0:03:24,PE (Peru)
Alcides,6/4/20 2:42,0:00:09,Autoplayed: user action: None; ,Reckoning: Miniserie: La oscuridad vuelve sigilosamente (Capítulo 1),,LG 2018 Mstar LM18A STD UHD TV Smart TV,0:00:09,0:00:09,PE (Peru)
Alcides,6/3/20 3:36,0:18:06,Autoplayed: user action: Unspecified; ,Jeffrey Epstein: Asquerosamente rico: Miniserie: Sigue la pista del dinero (Capítulo 2),,Samsung 2018 Kant-M2 UHD TV (1.5G) Smart TV,0:20:54,0:20:54,PE (Peru)
Alcides,6/3/20 3:34,0:02:08,Autoplayed: user action: Unspecified; ,Jeffrey Epstein: Asquerosamente rico: Miniserie: Sigue la pista del dinero (Capítulo 2),,Samsung 2018 Kant-M2 UHD TV (1.5G) Smart TV,0:02:48,Not latest view,PE (Peru)
Alcides,6/3/20 2:40,0:54:23,,Jeffrey Epstein: Asquerosamente rico: Miniserie: Zonas de caza (Capítulo 1),,Samsung 2018 Kant-M2 UHD TV (1.5G) Smart TV,0:54:23,0:54:23,PE (Peru)
Alcides,6/3/20 2:36,0:00:01,Autoplayed: user action: None; ,The Walking Dead: Temporada 4: La arboleda (Capítulo 14),,Samsung 2018 Kant-M2 UHD TV (1.5G) Smart TV,0:00:01,0:00:01,PE (Peru)
Alcides,6/3/20 2:34,0:00:08,Autoplayed: user action: None; ,Suits (versión coreana): Suits (Korea): Temporada 1: El destino como elección (Capítulo 1),,Samsung 2018 Kant-M2 UHD TV (1.5G) Smart TV,0:00:08,0:00:08,PE (Peru)
Alcides,6/3/20 2:34,0:00:01,Autoplayed: user action: None; ,La ley de los audaces: Temporada 1: Piloto (Partes 1 y 2) (Capítulo 1),,Samsung 2018 Kant-M2 UHD TV (1.5G) Smart TV,0:00:01,Not latest view,PE (Peru)
Alcides,6/2/20 3:35,0:22:25,Autoplayed: user action: Unspecified; ,Enemigos públicos,,LG 2018 Mstar LM18A STD UHD TV Smart TV,0:22:25,0:22:25,PE (Peru)
Alcides,6/2/20 2:06,1:22:55,Autoplayed: user action: Unspecified; ,Sueños imperiales,,LG 2018 Mstar LM18A STD UHD TV Smart TV,1:22:55,1:22:55,PE (Peru)
Alcides,5/31/20 22:55,0:56:40,Autoplayed: user action: Unspecified; ,Special Correspondents,,LG 2018 Mstar LM18A STD UHD TV Smart TV,1:35:40,1:35:40,PE (Peru)
Alcides,5/31/20 22:55,0:00:10,,La corazonada,,LG 2018 Mstar LM18A STD UHD TV Smart TV,0:00:10,Not latest view,PE (Peru)
Alcides,5/31/20 4:10,0:39:00,,Special Correspondents,,LG 2018 Mstar LM18A STD UHD TV Smart TV,0:39:00,Not latest view,PE (Peru)
Alcides,5/31/20 4:05,0:03:15,Autoplayed: user action: Unspecified; ,Paskal,,LG 2018 Mstar LM18A STD UHD TV Smart TV,0:03:15,0:03:15,PE (Peru)
Alcides,5/31/20 3:39,0:22:51,Autoplayed: user action: Unspecified; ,La trampa inesperada,,LG 2018 Mstar LM18A STD UHD TV Smart TV,0:22:51,0:22:51,PE (Peru)
Alcides,5/31/20 2:19,1:12:07,Autoplayed: user action: Unspecified; ,Pequeña gran vida,,LG 2018 Mstar LM18A STD UHD TV Smart TV,2:09:20,Not latest view,PE (Peru)
Alcides,5/30/20 2:10,0:57:12,Autoplayed: user action: Unspecified; ,Pequeña gran vida,,LG 2018 Mstar LM18A STD UHD TV Smart TV,0:57:12,Not latest view,PE (Peru)
Alcides,5/30/20 0:28,1:37:20,Autoplayed: user action: Unspecified; ,Mío o de nadie,,LG 2018 Mstar LM18A STD UHD TV Smart TV,1:37:20,1:37:20,PE (Peru)
Alcides,5/29/20 5:04,1:35:17,,El huésped,,Samsung 2015 NT14M DTV Smart TV,1:35:17,Not latest view,PE (Peru)
Alcides,5/29/20 3:40,0:45:41,Autoplayed: user action: Unspecified; ,Juego,,LG 2018 Mstar LM18A STD UHD TV Smart TV,2:12:57,2:12:57,PE (Peru)
Alcides,5/28/20 3:24,1:27:17,Autoplayed: user action: Unspecified; ,Juego,,LG 2018 Mstar LM18A STD UHD TV Smart TV,1:27:17,Not latest view,PE (Peru)
Alcides,5/28/20 0:38,2:06:53,Autoplayed: user action: Unspecified; ,Malang,,LG 2018 Mstar LM18A STD UHD TV Smart TV,2:06:53,2:06:53,PE (Peru)
Alcides,5/27/20 23:54,0:30:32,Autoplayed: user action: None; ,Feliz día de tu muerte,,LG 2018 Mstar LM18A STD UHD TV Smart TV,0:30:32,0:30:32,PE (Peru)
Alcides,5/24/20 3:03,1:23:25,Autoplayed: user action: Unspecified; ,Money,,LG 2018 Mstar LM18A STD UHD TV Smart TV,1:23:25,1:23:25,PE (Peru)
Alcides,5/23/20 1:23,1:48:09,Autoplayed: user action: Unspecified; ,Los caballeros,,LG 2018 Mstar LM18A STD UHD TV Smart TV,1:48:09,1:48:09,PE (Peru)
Alcides,5/23/20 0:20,0:55:12,Autoplayed: user action: Unspecified; ,Mudo,,LG 2018 Mstar LM18A STD UHD TV Smart TV,1:59:32,1:59:32,PE (Peru)
Alcides,5/22/20 3:30,1:04:28,Autoplayed: user action: Unspecified; ,Mudo,,LG 2018 Mstar LM18A STD UHD TV Smart TV,1:04:20,Not latest view,PE (Peru)
Alcides,5/22/20 3:25,0:04:25,Autoplayed: user action: Unspecified; ,Rencor tatuado,,LG 2018 Mstar LM18A STD UHD TV Smart TV,0:04:22,0:04:22,PE (Peru)
Alcides,5/20/20 5:20,0:04:14,Autoplayed: user action: None; ,El último baile: Temporada 1: Episodio II (Capítulo 2),,Samsung 2015 NT14M DTV Smart TV,0:04:18,0:04:18,PE (Peru)
Alcides,5/20/20 4:31,0:49:24,Autoplayed: user action: None; ,El último baile: Temporada 1: Episodio I (Capítulo 1),,Samsung 2015 NT14M DTV Smart TV,0:49:24,0:49:24,PE (Peru)
Alcides,5/20/20 3:07,1:51:13,,18 regalos,,LG 2018 Mstar LM18A STD UHD TV Smart TV,1:51:13,1:51:13,PE (Peru)
Alcides,5/20/20 1:57,1:43:15,Autoplayed: user action: Unspecified; ,Sra. Asesina en serie,,Samsung 2015 NT14M DTV Smart TV,1:43:15,1:43:15,PE (Peru)
Alcides,5/20/20 1:52,0:04:22,Autoplayed: user action: None; ,Rencor tatuado,,Samsung 2015 NT14M DTV Smart TV,0:04:22,Not latest view,PE (Peru)
Alcides,5/19/20 23:31,1:30:19,Autoplayed: user action: Unspecified; ,Cujo,,Samsung 2015 NT14M DTV Smart TV,1:30:19,1:30:19,PE (Peru)
Alcides,5/19/20 23:28,0:00:01,Autoplayed: user action: None; ,Mom,,Samsung 2015 NT14M DTV Smart TV,0:01:25,Not latest view,PE (Peru)
Alcides,5/19/20 20:15,1:01:15,Autoplayed: user action: None; ,White Lines: Temporada 1: Episodio 10 (Capítulo 10),,Samsung 2015 NT14M DTV Smart TV,1:01:15,1:01:15,PE (Peru)
Alcides,5/19/20 16:57,0:00:02,Autoplayed: user action: None; ,White Lines: Temporada 1: Episodio 10 (Capítulo 10),,Samsung 2015 NT14M DTV Smart TV,0:00:16,Not latest view,PE (Peru)
Alcides,5/19/20 16:07,0:49:25,Autoplayed: user action: Unspecified; ,White Lines: Temporada 1: Episodio 9 (Capítulo 9),,Samsung 2015 NT14M DTV Smart TV,0:49:25,0:49:25,PE (Peru)
Alcides,5/19/20 6:32,0:00:02,,White Lines: Temporada 1: Episodio 9 (Capítulo 9),,Samsung 2015 NT14M DTV Smart TV,0:00:14,Not latest view,PE (Peru)
Alcides,5/19/20 5:40,0:51:21,Autoplayed: user action: Unspecified; ,White Lines: Temporada 1: Episodio 8 (Capítulo 8),,Samsung 2015 NT14M DTV Smart TV,0:51:33,0:51:33,PE (Peru)
Alcides,5/19/20 4:46,0:52:46,Autoplayed: user action: Unspecified; ,White Lines: Temporada 1: Episodio 7 (Capítulo 7),,Samsung 2015 NT14M DTV Smart TV,0:52:58,0:52:58,PE (Peru)
Alcides,5/19/20 3:46,0:50:12,Autoplayed: user action: Unspecified; ,White Lines: Temporada 1: Episodio 6 (Capítulo 6),,Samsung 2015 NT14M DTV Smart TV,0:50:24,0:50:24,PE (Peru)
Alcides,5/19/20 3:29,0:17:04,,White Lines: Temporada 1: Episodio 5 (Capítulo 5),,Samsung 2015 NT14M DTV Smart TV,0:49:36,0:49:36,PE (Peru)
Alcides,5/19/20 1:10,0:32:18,Autoplayed: user action: Unspecified; ,White Lines: Temporada 1: Episodio 5 (Capítulo 5),,Samsung 2015 NT14M DTV Smart TV,0:32:32,Not latest view,PE (Peru)
Alcides,5/19/20 0:16,0:52:02,Autoplayed: user action: Unspecified; ,White Lines: Temporada 1: Episodio 4 (Capítulo 4),,Samsung 2015 NT14M DTV Smart TV,0:52:02,0:52:02,PE (Peru)
Alcides,5/19/20 0:14,1:47:52,Autoplayed: user action: Unspecified; ,El cuaderno de Sara,,LG 2018 Mstar LM18A STD UHD TV Smart TV,1:47:52,1:47:52,PE (Peru)
Alcides,5/18/20 23:33,0:37:50,Autoplayed: user action: None; ,Fauda: Temporada 3: Episodio 12 (Capítulo 12),,LG 2018 Mstar LM18A STD UHD TV Smart TV,0:37:55,0:37:55,PE (Peru)
Alcides,5/18/20 22:53,0:40:06,Autoplayed: user action: None; ,Fauda: Temporada 3: Episodio 11 (Capítulo 11),,LG 2018 Mstar LM18A STD UHD TV Smart TV,0:40:11,0:40:11,PE (Peru)
Alcides,5/18/20 21:31,0:35:47,Autoplayed: user action: Unspecified; ,Fauda: Temporada 3: Episodio 10 (Capítulo 10),,LG 2018 Mstar LM18A STD UHD TV Smart TV,0:35:52,0:35:52,PE (Peru)
Alcides,5/18/20 20:41,0:48:14,Autoplayed: user action: Unspecified; ,Fauda: Temporada 3: Episodio 9 (Capítulo 9),,LG 2018 Mstar LM18A STD UHD TV Smart TV,0:48:19,0:48:19,PE (Peru)
Alcides,5/18/20 20:16,0:24:48,Autoplayed: user action: Unspecified; ,Fauda: Temporada 3: Episodio 8 (Capítulo 8),,LG 2018 Mstar LM18A STD UHD TV Smart TV,0:43:20,0:43:20,PE (Peru)
Alcides,5/17/20 23:44,0:48:13,Autoplayed: user action: None; ,White Lines: Temporada 1: Episodio 3 (Capítulo 3),,LG 2018 Mstar LM18A STD UHD TV Smart TV,0:48:29,0:48:29,PE (Peru)
Alcides,5/17/20 22:51,0:53:18,Autoplayed: user action: None; ,White Lines: Temporada 1: Episodio 2 (Capítulo 2),,LG 2018 Mstar LM18A STD UHD TV Smart TV,0:53:30,0:53:30,PE (Peru)
Alcides,5/17/20 21:23,0:53:36,,White Lines: Temporada 1: Episodio 1 (Capítulo 1),,LG 2018 Mstar LM18A STD UHD TV Smart TV,0:53:36,0:53:36,PE (Peru)
Alcides,5/13/20 2:57,1:33:14,Autoplayed: user action: Unspecified; ,Si no despierto,,LG 2018 Mstar LM18A STD UHD TV Smart TV,1:33:09,1:33:09,PE (Peru)
Alcides,5/12/20 5:06,0:18:27,Autoplayed: user action: None; ,Fauda: Temporada 3: Episodio 8 (Capítulo 8),,LG 2018 Mstar LM18A STD UHD TV Smart TV,0:18:32,Not latest view,PE (Peru)
Alcides,5/12/20 4:20,0:15:46,Autoplayed: user action: Unspecified; ,Fauda: Temporada 3: Episodio 7 (Capítulo 7),,LG 2018 Mstar LM18A STD UHD TV Smart TV,0:41:56,0:41:56,PE (Peru)
Alcides,5/12/20 3:54,0:25:03,Autoplayed: user action: Unspecified; ,Hogar,,LG 2018 Mstar LM18A STD UHD TV Smart TV,0:24:36,Not latest view,PE (Peru)
Alcides,5/12/20 3:53,0:00:01,Autoplayed: user action: None; ,Atrapados: Temporada 1: Episodio 1 (Capítulo 1),,LG 2018 Mstar LM18A STD UHD TV Smart TV,0:00:01,0:00:01,PE (Peru)
Alcides,5/12/20 3:53,0:00:29,Autoplayed: user action: None; ,Modo supervivencia,,LG 2018 Mstar LM18A STD UHD TV Smart TV,0:07:17,0:07:17,PE (Peru)
Alcides,5/12/20 3:52,0:00:11,Autoplayed: user action: None; ,Sordo,,LG 2018 Mstar LM18A STD UHD TV Smart TV,0:05:46,0:05:46,PE (Peru)
Alcides,5/12/20 0:59,1:49:30,,Su último deseo,,LG 2018 Mstar LM18A STD UHD TV Smart TV,1:48:02,Not latest view,PE (Peru)
Alcides,5/12/20 0:59,0:00:14,Autoplayed: user action: None; ,Su último deseo,,LG 2018 Mstar LM18A STD UHD TV Smart TV,0:39:48,Not latest view,PE (Peru)
Alcides,5/12/20 0:59,0:00:01,Autoplayed: user action: None; ,El juicio: Temporada 1: Episodio 1 (Capítulo 1),,LG 2018 Mstar LM18A STD UHD TV Smart TV,0:00:01,0:00:01,PE (Peru)
Alcides,5/12/20 0:58,0:00:03,Autoplayed: user action: None; ,Atrapados: Temporada 1: Episodio 1 (Capítulo 1),,LG 2018 Mstar LM18A STD UHD TV Smart TV,0:00:03,Not latest view,PE (Peru)
Alcides,5/12/20 0:53,0:04:19,Autoplayed: user action: Unspecified; ,En carne viva,,LG 2018 Mstar LM18A STD UHD TV Smart TV,0:04:19,Not latest view,PE (Peru)
Alcides,5/12/20 0:53,0:00:02,Autoplayed: user action: None; ,Sorjonen: Temporada 1: Una casa de muñecas (Parte 1) (Capítulo 1),,LG 2018 Mstar LM18A STD UHD TV Smart TV,0:00:02,0:00:02,PE (Peru)
Alcides,5/12/20 0:49,0:00:03,Autoplayed: user action: None; ,Fuga a la medianoche,,LG 2018 Mstar LM18A STD UHD TV Smart TV,0:02:48,0:02:48,PE (Peru)
Alcides,5/12/20 0:35,0:08:29,Autoplayed: user action: Unspecified; ,Noche de venganza,,LG 2018 Mstar LM18A STD UHD TV Smart TV,0:08:29,0:08:29,PE (Peru)
Alcides,5/10/20 3:06,1:50:07,Autoplayed: user action: Unspecified; ,Sergio,,LG 2018 Mstar LM18A STD UHD TV Smart TV,1:50:07,1:50:07,PE (Peru)
Alcides,5/10/20 3:06,0:00:04,Autoplayed: user action: None; ,Sorjonen: Temporada 1: Una casa de muñecas (Parte 1) (Capítulo 1),,LG 2018 Mstar LM18A STD UHD TV Smart TV,0:00:04,Not latest view,PE (Peru)
Alcides,5/10/20 0:58,1:37:07,Autoplayed: user action: Unspecified; ,Chop Shop,,LG 2018 Mstar LM18A STD UHD TV Smart TV,1:35:07,1:35:07,PE (Peru)
Alcides,5/9/20 3:48,1:24:24,Autoplayed: user action: Unspecified; ,Vendetta,,LG 2018 Mstar LM18A STD UHD TV Smart TV,1:24:24,1:24:24,PE (Peru)
Alcides,5/9/20 1:02,1:48:46,,Una noche para sobrevivir,,LG 2018 Mstar LM18A STD UHD TV Smart TV,1:48:46,1:48:46,PE (Peru)
Alcides,5/8/20 23:29,1:31:29,Autoplayed: user action: None; ,Secuestro,,LG 2018 Mstar LM18A STD UHD TV Smart TV,1:31:29,1:31:29,PE (Peru)
Alcides,5/8/20 23:26,0:01:36,Autoplayed: user action: Unspecified; ,El silencio,,LG 2018 Mstar LM18A STD UHD TV Smart TV,0:01:36,Not latest view,PE (Peru)
Alcides,5/8/20 23:25,0:00:22,Autoplayed: user action: None; ,La cosa de otro mundo,,LG 2018 Mstar LM18A STD UHD TV Smart TV,0:00:22,0:00:22,PE (Peru)
Alcides,5/7/20 4:26,0:26:06,Autoplayed: user action: Unspecified; ,Fauda: Temporada 3: Episodio 7 (Capítulo 7),,LG 2018 Mstar LM18A STD UHD TV Smart TV,0:26:11,Not latest view,PE (Peru)
Alcides,5/7/20 3:41,0:44:31,Autoplayed: user action: None; ,Fauda: Temporada 3: Episodio 6 (Capítulo 6),,LG 2018 Mstar LM18A STD UHD TV Smart TV,0:44:36,0:44:36,PE (Peru)
Alcides,5/7/20 3:19,0:22:07,Autoplayed: user action: Unspecified; ,Fauda: Temporada 3: Episodio 5 (Capítulo 5),,LG 2018 Mstar LM18A STD UHD TV Smart TV,0:37:03,0:37:03,PE (Peru)
Alcides,5/6/20 3:34,1:34:23,,Furia,,LG 2018 Mstar LM18A STD UHD TV Smart TV,1:34:23,1:34:23,PE (Peru)
Alcides,5/6/20 3:33,0:00:04,Autoplayed: user action: None; ,Los asesinatos de Valhala: Temporada 1: Nunca antes visto (Capítulo 1),,LG 2018 Mstar LM18A STD UHD TV Smart TV,0:00:04,0:00:04,PE (Peru)
Alcides,5/6/20 3:11,0:12:46,,Todo el día y una noche,,LG 2018 Mstar LM18A STD UHD TV Smart TV,0:13:30,Not latest view,PE (Peru)
Alcides,5/6/20 1:47,0:00:45,,Todo el día y una noche,,LG 2018 Mstar LM18A STD UHD TV Smart TV,0:00:45,Not latest view,PE (Peru)
Alcides,5/6/20 0:11,1:33:52,Autoplayed: user action: Unspecified; ,Mentiras peligrosas,,LG 2018 Mstar LM18A STD UHD TV Smart TV,1:33:52,1:33:52,PE (Peru)
Alcides,5/5/20 3:28,0:14:52,Autoplayed: user action: None; ,Fauda: Temporada 3: Episodio 5 (Capítulo 5),,LG 2018 Mstar LM18A STD UHD TV Smart TV,0:14:57,Not latest view,PE (Peru)
Alcides,5/5/20 2:31,0:38:40,Autoplayed: user action: Unspecified; ,Fauda: Temporada 3: Episodio 4 (Capítulo 4),,LG 2018 Mstar LM18A STD UHD TV Smart TV,0:38:45,0:38:45,PE (Peru)
Alcides,5/5/20 1:07,0:43:08,Autoplayed: user action: Unspecified; ,Fauda: Temporada 3: Episodio 3 (Capítulo 3),,LG 2018 Mstar LM18A STD UHD TV Smart TV,0:43:13,0:43:13,PE (Peru)
Alcides,5/5/20 0:17,0:49:30,Autoplayed: user action: None; ,Fauda: Temporada 3: Episodio 2 (Capítulo 2),,LG 2018 Mstar LM18A STD UHD TV Smart TV,0:49:35,0:49:35,PE (Peru)
Alcides,5/4/20 23:27,0:45:49,Autoplayed: user action: Unspecified; ,Fauda: Temporada 3: Episodio 1 (Capítulo 1),,LG 2018 Mstar LM18A STD UHD TV Smart TV,0:48:51,0:48:51,PE (Peru)
Alcides,5/3/20 1:35,0:02:56,Autoplayed: user action: None; ,Fauda: Temporada 3: Episodio 1 (Capítulo 1),,LG 2018 Mstar LM18A STD UHD TV Smart TV,0:03:02,Not latest view,PE (Peru)
Alcides,5/3/20 1:00,0:35:14,Autoplayed: user action: None; ,Fauda: Temporada 2: Episodio 12 (Capítulo 12),,LG 2018 Mstar LM18A STD UHD TV Smart TV,0:35:15,0:35:15,PE (Peru)
Alcides,5/3/20 0:18,0:38:34,Autoplayed: user action: Unspecified; ,Fauda: Temporada 2: Episodio 11 (Capítulo 11),,LG 2018 Mstar LM18A STD UHD TV Smart TV,0:38:39,0:38:39,PE (Peru)
Alcides,5/2/20 23:41,0:36:43,Autoplayed: user action: None; ,Fauda: Temporada 2: Episodio 10 (Capítulo 10),,LG 2018 Mstar LM18A STD UHD TV Smart TV,0:36:48,0:36:48,PE (Peru)
Alcides,5/2/20 22:56,0:44:39,Autoplayed: user action: None; ,Fauda: Temporada 2: Episodio 9 (Capítulo 9),,LG 2018 Mstar LM18A STD UHD TV Smart TV,0:44:44,0:44:44,PE (Peru)
Alcides,5/2/20 22:11,0:39:41,Autoplayed: user action: Unspecified; ,Fauda: Temporada 2: Episodio 8 (Capítulo 8),,LG 2018 Mstar LM18A STD UHD TV Smart TV,0:39:46,0:39:46,PE (Peru)
Alcides,5/2/20 21:29,0:42:18,Autoplayed: user action: Unspecified; ,Fauda: Temporada 2: Episodio 7 (Capítulo 7),,LG 2018 Mstar LM18A STD UHD TV Smart TV,0:42:23,0:42:23,PE (Peru)
Alcides,5/2/20 21:02,0:22:30,Autoplayed: user action: Unspecified; ,Fauda: Temporada 2: Episodio 6 (Capítulo 6),,LG 2018 Mstar LM18A STD UHD TV Smart TV,0:40:56,0:40:56,PE (Peru)
Alcides,5/2/20 5:06,0:18:26,Autoplayed: user action: None; ,Fauda: Temporada 2: Episodio 6 (Capítulo 6),,LG 2018 Mstar LM18A STD UHD TV Smart TV,0:18:31,Not latest view,PE (Peru)
Alcides,5/2/20 4:26,0:39:43,Autoplayed: user action: None; ,Fauda: Temporada 2: Episodio 5 (Capítulo 5),,LG 2018 Mstar LM18A STD UHD TV Smart TV,0:39:48,0:39:48,PE (Peru)
Alcides,5/2/20 3:43,0:42:47,Autoplayed: user action: None; ,Fauda: Temporada 2: Episodio 4 (Capítulo 4),,LG 2018 Mstar LM18A STD UHD TV Smart TV,0:42:52,0:42:52,PE (Peru)
Alcides,5/2/20 2:57,0:42:05,Autoplayed: user action: Unspecified; ,Fauda: Temporada 2: Episodio 3 (Capítulo 3),,LG 2018 Mstar LM18A STD UHD TV Smart TV,0:42:10,0:42:10,PE (Peru)
Alcides,5/2/20 2:12,0:44:44,Autoplayed: user action: Unspecified; ,Fauda: Temporada 2: Episodio 2 (Capítulo 2),,LG 2018 Mstar LM18A STD UHD TV Smart TV,0:44:41,0:44:41,PE (Peru)
Alcides,5/1/20 4:20,0:00:46,Autoplayed: user action: None; ,Fauda: Temporada 2: Episodio 2 (Capítulo 2),,LG 2018 Mstar LM18A STD UHD TV Smart TV,0:00:51,Not latest view,PE (Peru)
Alcides,5/1/20 3:34,0:45:36,Autoplayed: user action: Unspecified; ,Fauda: Temporada 2: Episodio 1 (Capítulo 1),,LG 2018 Mstar LM18A STD UHD TV Smart TV,0:45:41,0:45:41,PE (Peru)
Alcides,5/1/20 3:19,0:11:18,Autoplayed: user action: Unspecified; ,Fauda: Temporada 1: Episodio 12 (Capítulo 12),,LG 2018 Mstar LM18A STD UHD TV Smart TV,0:33:38,0:33:38,PE (Peru)
Alcides,5/1/20 2:56,0:23:06,Autoplayed: user action: None; ,Fauda: Temporada 1: Episodio 12 (Capítulo 12),,LG 2018 Mstar LM18A STD UHD TV Smart TV,0:23:07,Not latest view,PE (Peru)
Alcides,5/1/20 2:23,0:33:34,Autoplayed: user action: None; ,Fauda: Temporada 1: Episodio 11 (Capítulo 11),,LG 2018 Mstar LM18A STD UHD TV Smart TV,0:33:39,0:33:39,PE (Peru)
Alcides,5/1/20 0:51,0:33:05,Autoplayed: user action: Unspecified; ,Fauda: Temporada 1: Episodio 10 (Capítulo 10),,LG 2018 Mstar LM18A STD UHD TV Smart TV,0:33:10,0:33:10,PE (Peru)
Alcides,4/30/20 23:58,0:33:36,Autoplayed: user action: Unspecified; ,Fauda: Temporada 1: Episodio 9 (Capítulo 9),,LG 2018 Mstar LM18A STD UHD TV Smart TV,0:33:36,0:33:36,PE (Peru)
Alcides,4/30/20 4:20,0:00:02,Autoplayed: user action: None; ,Fauda: Temporada 1: Episodio 9 (Capítulo 9),,LG 2018 Mstar LM18A STD UHD TV Smart TV,0:00:07,Not latest view,PE (Peru)
Alcides,4/30/20 3:46,0:33:28,Autoplayed: user action: None; ,Fauda: Temporada 1: Episodio 8 (Capítulo 8),,LG 2018 Mstar LM18A STD UHD TV Smart TV,0:33:33,0:33:33,PE (Peru)
Alcides,4/30/20 3:03,0:38:20,Autoplayed: user action: Unspecified; ,Fauda: Temporada 1: Episodio 7 (Capítulo 7),,LG 2018 Mstar LM18A STD UHD TV Smart TV,0:38:25,0:38:25,PE (Peru)
Alcides,4/30/20 2:29,0:33:32,Autoplayed: user action: Unspecified; ,Fauda: Temporada 1: Episodio 6 (Capítulo 6),,LG 2018 Mstar LM18A STD UHD TV Smart TV,0:33:37,0:33:37,PE (Peru)
Alcides,4/30/20 1:51,0:37:20,Autoplayed: user action: Unspecified; ,Fauda: Temporada 1: Episodio 5 (Capítulo 5),,LG 2018 Mstar LM18A STD UHD TV Smart TV,0:37:20,0:37:20,PE (Peru)
Alcides,4/29/20 5:05,0:00:06,,Fauda: Temporada 1: Episodio 5 (Capítulo 5),,LG 2018 Mstar LM18A STD UHD TV Smart TV,0:00:11,Not latest view,PE (Peru)
Alcides,4/29/20 4:32,0:33:20,Autoplayed: user action: Unspecified; ,Fauda: Temporada 1: Episodio 4 (Capítulo 4),,LG 2018 Mstar LM18A STD UHD TV Smart TV,0:33:25,0:33:25,PE (Peru)
Alcides,4/29/20 3:57,0:33:36,Autoplayed: user action: Unspecified; ,Fauda: Temporada 1: Episodio 3 (Capítulo 3),,LG 2018 Mstar LM18A STD UHD TV Smart TV,0:33:41,0:33:41,PE (Peru)
Alcides,4/29/20 3:25,0:31:16,Autoplayed: user action: None; ,Fauda: Temporada 1: Episodio 2 (Capítulo 2),,LG 2018 Mstar LM18A STD UHD TV Smart TV,0:31:22,0:31:22,PE (Peru)
Alcides,4/29/20 2:44,0:40:55,Autoplayed: user action: Unspecified; ,Fauda: Temporada 1: Episodio 1 (Capítulo 1),,LG 2018 Mstar LM18A STD UHD TV Smart TV,0:40:55,0:40:55,PE (Peru)
Alcides,4/29/20 1:44,0:00:23,Autoplayed: user action: None; ,Fauda: Temporada 1: Episodio 1 (Capítulo 1),,LG 2018 Mstar LM18A STD UHD TV Smart TV,0:00:23,Not latest view,PE (Peru)
Alcides,4/29/20 1:42,0:01:20,Autoplayed: user action: Unspecified; ,The Sinner: Temporada 1: Cora: Parte I (Capítulo 1),,LG 2018 Mstar LM18A STD UHD TV Smart TV,0:01:25,0:01:25,PE (Peru)
Alcides,4/29/20 0:56,0:45:41,Autoplayed: user action: None; ,The Sinner: Temporada 2: Julian: Parte VIII (Capítulo 8),,LG 2018 Mstar LM18A STD UHD TV Smart TV,0:46:55,0:46:55,PE (Peru)
